DB.origen,id_intern,Latitude,Longitude,Forest_type,Leaf_N,Wood_N,Root_N,Litter_N,Leaf_NPP,Wood_NPP,Root_NPP,Litter_NPP,Nstock_leaves,Nstock_wood,Nstock_roots,Nstock_litter,MAT,MAP,Altitude,Gross_Nuptake,Reabsorved,Net_Nuptake,Stand_age,Stand_density,Soil_CEC,Soil_ph,Soil_N,Soil_CN,Myco.type,AM_percent,MAT_wc,MAP_wc,Alt_wc,Soil_CN_sg,Soil_ph_sg,woodiness,MAT_MAP_wc,AM_map,N_stocks_sg,Bact,Fung,Nlimit,mic_C,mic_N,N,BD,soil_N_combi,soil_BD_sg,N_stocks_combi,Predicted_Net_Nuptake,Net_Nuptake_Combi,MAT_combi,MAP_combi,Alt_combi,Soil_CN_combi,Soil_ph_combi,MAT_MAP_combi,Biomes$BIOME,regions,abg_to_roots,totalNPP,Leaf_NUE,Wood_NUE,Root_NUE,NUE,AM_combi,noy,nhx,ndep
Scrapping,"https://sci-hub.hkvisa.net/10.1016/s0168-1923(02)00099-0 , https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890 , https://doi.org/10.2307/2640982/1051-0761%282000%29010%5B0018%3AIEOACA%5D2.0.CO%3B2  https://doi.org/10.1890/10-0633.1",45.58,-84.7,Broadleaved,2.275,0.36,1.65,0.778,2660,3700,6020,2660,60.515,13.32,99.33,20.6948,6.2,750,NA,173.165,39.8202,133.3448,90,NA,NA,NA,0.0628,NA,AM,100,6.162499905,795,214,NA,NA,Woody,4902.5,0,NA,2.986820459,1.253800631,NA,NA,NA,NA,NA,0.0628,NA,NA,129.9526214,133.3448,6.2,750,214,NA,NA,4650,4,Temp,0.743330313,12380,1169.230769,10277.77778,3648.484848,71.49250715,100,17.99581909,20.60137749,38.59719658
Scrapping,"https://d1wqtxts1xzle7.cloudfront.net/42258910/Patterns_of_nutrient_accumulation_and_re20160206-3119-89mfr1-libre.pdf?1454824063=&response-content-disposition=inline%3B+filename%3DPatterns_of_nutrient_accumulation_and_re.pdf&Expires=1657823420& , Signature=WCYoNDM5HI8QBclC07691G-5IkaHvnD0syIP42P8XcjktYcA8uwbqhRGNzEASiZ0RZqZUqhOtUMF4dNflh24~IHmMfPn7ES8roNekue1uoIVzy07y2-JaH-S--wzUzNFrS0S08-KXI2Vwr6XjUXwbkYEXBCSwB413MtTonXm6GT40997uBrXiyWxmz06ZSRgMyW7sHxb90woBQZwDK5sdXzpR4Bt1JREPVZ1bIzkz~cFSDo~yZY8ZuPE6PoXubsKoXDkpl~f0J4mACk5Ke4dPOriRHUNbuWpCQKGnslTmy9FM5pwXcvFjXd17UgzjDXQQyFFelfb-zyxnAeh9Ye6sg__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA , https://link.springer.com/content/pdf/10.1007/BF00379956.pdf",1.9,-67.9,Broadleaved,1.336,0.36,2.38,1.31,6500,9400,3109.8,6500,86.84,33.84,74.01324,85.15,26,3565,122,194.69324,1.69,193.00324,NA,NA,NA,NA,NA,NA,AM,100,26.00416565,3621,159,1.917777061,46.91081619,Woody,94176.17188,1,0.607343733,3.613170147,1.007837415,-0.255322516,102.072998,16.77759933,353.3918457,114.464798,353.3918457,114.464798,0.606763893,145.3598316,193.00324,26,3565,122,1.917777061,4.691081619,92690,1,Trop,1.63051908,19009.8,4865.269461,26111.11111,1306.638655,97.6397537,100,5.936143398,5.503390312,11.43953371
Scrapping,"https://d1wqtxts1xzle7.cloudfront.net/42258910/Patterns_of_nutrient_accumulation_and_re20160206-3119-89mfr1-libre.pdf?1454824063=&response-content-disposition=inline%3B+filename%3DPatterns_of_nutrient_accumulation_and_re.pdf&Expires=1657823420& , Signature=WCYoNDM5HI8QBclC07691G-5IkaHvnD0syIP42P8XcjktYcA8uwbqhRGNzEASiZ0RZqZUqhOtUMF4dNflh24~IHmMfPn7ES8roNekue1uoIVzy07y2-JaH-S--wzUzNFrS0S08-KXI2Vwr6XjUXwbkYEXBCSwB413MtTonXm6GT40997uBrXiyWxmz06ZSRgMyW7sHxb90woBQZwDK5sdXzpR4Bt1JREPVZ1bIzkz~cFSDo~yZY8ZuPE6PoXubsKoXDkpl~f0J4mACk5Ke4dPOriRHUNbuWpCQKGnslTmy9FM5pwXcvFjXd17UgzjDXQQyFFelfb-zyxnAeh9Ye6sg__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA , https://link.springer.com/content/pdf/10.1007/BF00379956.pdf",1.9,-67.3,Broadleaved,0.92,0.36,1.04,0.7,5200,6300,244.8,5200,47.84,22.68,2.54592,36.4,NA,NA,117,73.06592,11.44,61.62592,NA,NA,NA,NA,NA,NA,AM,100,26.22916603,3508,116,2.224400759,43.99303055,Woody,92026.53125,1,0.679412067,2.907852173,1.056555629,-0.192274436,116.5210037,19.27599907,388.724762,116.5139389,388.724762,116.5139389,0.679377797,58.31427234,61.62592,26.22916603,3508,117,2.224400759,4.399303055,92011.91444,1,Trop,27.69922071,11744.8,5652.173913,17500,235.3846154,160.7425185,100,5.936143398,5.503390312,11.43953371
Scrapping,"https://www.researchgate.net/profile/Carlos-Busso-4/publication/279693908_Production_and_nitrogen_cycling_in_an_ecosystem_of_Eragrostis_curvula_in_semiarid_Argentina_I_Plant_biomass_and_productivity/links/5bd3a1aca6fdcc3a8da92228/Production-and-nitrogen-cycling-in-an-ecosystem-of-Eragrostis-curvula-in-semiarid-Argentina-I-Plant-biomass-and-productivity.pdf?_sg%5B0%5D=M9IgYG8TDphRP65qxLr4oHPGkqbX03l2d0nt5BrGO1anzlYK9uy2i7YkczPsK0LHJUzgpVjEnRK3wPIDOGRE6A.n0ReLEGLAA6lAw5nWVmRwUemQrb_G656Z2mMnRo0ncXzC3g3YYrS5yZS9Bbe_43MseUAadHzT7-K2o7txDBUyw&_sg%5B1%5D=L2PRm7VSMfYWxTtAMIJ7_3VcLpVLz1o7PXQ93c_BUenuMt9kB0JfkvNEw7OkKGYxuEQm8xZrYXJXa4aaPhzqijKY6fKk66Nuw87u0j_iESqh.n0ReLEGLAA6lAw5nWVmRwUemQrb_G656Z2mMnRo0ncXzC3g3YYrS5yZS9Bbe_43MseUAadHzT7-K2o7txDBUyw&_iepl= , https://www.researchgate.net/profile/Carlos-Busso-4/publication/279566423_Production_and_nitrogen_cycling_in_an_ecosytem_of_Eragrostis_curvula_in_semiarid_Argentina_II_Nitrogen_content_and_transfers/links/5bd3a1ab4585150b2b8a1b1b/Production-and-nitrogen-cycling-in-an-ecosytem-of-Eragrostis-curvula-in-semiarid-Argentina-II-Nitrogen-content-and-transfers.pdf?_sg%5B0%5D=yICE0keQLOiLdomQ5tekPg0bmyCaazYG77ar13bwrEFbmHAZp2oGeYsQ96sV3YAvVBrN-1CvN0ifKgg8K_hJDA.uyZuTruig0-ApNKotE_ehAJLAIHNpsXmEjjuAy8D2sn03BlzsAeGXwR4HtdVRiDztSTeD_LK5VwhvypLKVdPKg&_sg%5B1%5D=d5BBVpzqcvL7gxgMwqZ27uzaDNVNVntjekO-Q1o5ZtydVPeDCcfGAWfnMEdmEqtZpLyqePXbsmuk2ahEYGsstVSzUTl9n64Ar4rkXRW0poQP.uyZuTruig0-ApNKotE_ehAJLAIHNpsXmEjjuAy8D2sn03BlzsAeGXwR4HtdVRiDztSTeD_LK5VwhvypLKVdPKg&_iepl= ",-38.783,-62.633,Grassland,NA,NA,NA,NA,6908,NA,13226,6908,NA,NA,NA,NA,NA,601,10,215.8,NA,NA,NA,NA,NA,NA,NA,NA,NM/AM,50,15.32916641,575,14,0.970412791,75.88529968,Non-woody,8807.083008,0.40187481,0.3185274,2.446195602,0.912982106,-0.08305423,101.3499985,16.25909996,176.9865112,119.9912643,176.9865112,119.9912643,0.318552529,160.4653994,160.4653994,15.32916641,601,10,0.970412791,7.588529968,9212.829014,8,Temp,NA,20134,NA,NA,NA,NA,50,4.449394226,2.57565999,7.025054216
Scrapping,https://doi.org/10.1080/11263504.2012.661798,38.533,-8.016,Broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,48.1,30.6,35.7,22.5,15.4,665,240,114.4,25.6,88.8,NA,NA,NA,NA,NA,NA,ECM,0,16.03333282,625,228,1.591740131,59.25496292,Woody,10020.83301,0,0.460050017,2.834638596,1.525347471,NA,100.0449982,15.17669964,222.7556152,137.8734894,222.7556152,137.8734894,0.460681409,87.89601525,88.8,15.4,665,240,1.591740131,5.925496292,10241,12,Temp,2.204481793,NA,NA,NA,NA,NA,0,8.914968491,12.53294849,21.44791698
Scrapping,https://doi.org/10.1080/11263504.2012.661798,38.533,-8.016,Broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,100,41.6,45.7,17.7,15.4,665,240,187.3,82.3,105,NA,NA,NA,NA,NA,NA,ECM,0,16.03333282,625,228,1.591740131,59.25496292,Woody,10020.83301,0,0.460050017,2.834638596,1.525347471,NA,100.0449982,15.17669964,222.7556152,137.8734894,222.7556152,137.8734894,0.460681409,140.068679,105,15.4,665,240,1.591740131,5.925496292,10241,12,Temp,3.098468271,NA,NA,NA,NA,NA,0,8.914968491,12.53294849,21.44791698
Scrapping,10.1007/s10021-009-9255-3,68.35,18.816,Broadleaved,1.1,0.82,0.62,0.86,1170,640,320,1170,12.87,5.248,1.984,10.062,-12,304,NA,20.102,2.808,17.294,NA,NA,NA,NA,NA,NA,ERM,0,-0.887499988,340,421,2.208060265,57.56122208,Woody,-300.3333435,0,0.819972813,3.644318581,1.848009944,0.314647287,195.3619995,15.95199966,764.5827026,71.59075165,764.5827026,71.59075165,0.821055756,20.40935066,17.294,-12,304,421,2.208060265,5.756122208,-3648,11,Bor,9.132056452,2130,1063.636364,780.4878049,516.1290323,105.959606,0,2.986790657,3.813265324,6.800055981
Scrapping,10.1007/s10021-009-9255-3,68.35,18.816,Broadleaved,0.91,0.783,0.72,0.81,800,390,260,800,7.28,3.0537,1.872,6.48,-12,304,NA,12.2057,0.8,11.4057,NA,NA,NA,NA,NA,NA,ERM,0,-0.887499988,340,421,2.208060265,57.56122208,Woody,-300.3333435,0,0.819972813,3.644318581,1.848009944,0.314647287,195.3619995,15.95199966,764.5827026,71.59075165,764.5827026,71.59075165,0.821055756,14.7581709,11.4057,-12,304,421,2.208060265,5.756122208,-3648,11,Bor,5.520138889,1450,879.1208791,498.0842912,361.1111111,118.7969555,0,2.986790657,3.813265324,6.800055981
Scrapping,"https://doi.org/10.1002/jgrg.20109 , 10.1017/S0266467416000018,       https://doi.org/10.1111/nph.16672 , https://www.proquest.com/docview/304480440?pq-origsite=gscholar&fromopenview=true",4.2,114.03,Broadleaved,1.67,0.203,0.226,0.64,9860,7040,4970,9860,164.662,14.2912,11.2322,63.104,25.9,2630,NA,190.1854,101.558,88.6274,NA,NA,NA,NA,NA,NA,ECM/AM,50,26.60416603,3083,119,2.044163942,46.42197037,Woody,82033.49219,0.780637562,0.608978927,3.661821127,1.052506924,-0.38025257,143.9320068,44.3431015,367.7346802,110.4037628,367.7346802,110.4037628,0.608989386,142.1336859,88.6274,25.9,2630,119,2.044163942,4.642197037,68117,1,Trop,15.93215933,21870,5904.191617,34679.80296,21991.15044,114.9930541,50,2.610406876,3.403093576,6.013500452
Scrapping,"https://doi.org/10.1016/j.foreco.2009.07.019 , 10.5194/bg-8-2179-201 , 10.1016/j.agee.2008.10.023     ",-1.485,120.051,Broadleaved,1.809,0.36,1.248,NA,6350,5620,2090,6350,114.8715,20.232,26.0832,NA,20.8,3534,1050,161.1867,NA,NA,NA,869,NA,NA,NA,13,ECM/AM,50,21.45000076,1971,1129,1.673806429,50,Woody,42294.375,0.649363697,0.585352302,3.535005569,1.709033966,-0.38759768,156.0659943,22.54560089,383.1463318,101.87854,383.1463318,101.87854,0.585515834,121.3800587,121.3800587,20.8,3534,1050,13,5,73507.2,1,Trop,5.179713379,14060,3510.226645,15611.11111,1674.679487,87.22804053,50,2.83595252,2.242909193,5.078861713
Scrapping,"Ecosystems (1999) 2: 242–254 , https://doi.org/10.1890/0012-9658(2001)082[0485:EONAPA]2.0.CO;2",19.511875,-155.239792,Broadleaved,0.87,0.36,1.0247,0.252,3810,6720,1730,3810,33.147,24.192,17.72731,9.6012,NA,NA,1176,75.06631,23.5458,51.52051,NA,NA,NA,NA,0.1,16,AM,100,15.73333359,2558,1162,1.044059157,52.185009,Woody,40245.86719,0.968124092,0.824243546,2.980342388,1.118882895,-0.13120082,NA,NA,568.088501,96.72817993,0.1,96.72817993,0.000145092,59.74590025,51.52051,15.73333359,2558,1176,16,5.2185009,40245.86732,1,Trop,3.234500892,12260,4379.310345,18666.66667,1688.299014,163.322268,100,2.43958807,1.941269636,4.380857706
Scrapping,"Ecosystems (1999) 2: 242–254 , https://doi.org/10.1890/0012-9658(2001)082[0485:EONAPA]2.0.CO;3",19.89486,-155.311049,Broadleaved,1.42,0.36,0.8,0.3115,4300,5400,1690,4300,61.06,19.44,13.52,13.3945,NA,NA,1170,94.02,47.6655,46.3545,NA,NA,NA,NA,NA,21,AM,100,13.92083359,2142,1603,1.194319367,53.49579239,Woody,29809.5,0.671877682,0.774817884,3.297857046,1.319411516,-0.064015806,NA,NA,519.116394,99.53374481,519.116394,99.53374481,0.77504398,73.31057098,46.3545,13.92083359,2142,1170,21,5.349579239,29818.42554,1,Trop,5.954142012,11390,3028.169014,15000,2112.5,121.1444374,100,2.43958807,1.941269636,4.380857706
Scrapping,"Ecosystems (1999) 2: 242–254 , https://doi.org/10.1890/0012-9658(2001)082[0485:EONAPA]2.0.CO;4",22.13626,-159.64004,Broadleaved,0.86,0.36,0.826,0.4569,3050,4960,750,3050,26.23,17.856,6.195,13.93545,NA,NA,1134,50.281,12.29455,37.98645,NA,NA,NA,NA,0.53,21,AM,100,15.1916666,1245,1165,1.1470927,55,Woody,18903.25,0.675001144,0.851065993,NA,NA,-0.172490492,NA,NA,486.9650879,116.5444794,0.53,116.5444794,0.000926529,42.00768839,37.98645,15.1916666,1245,1134,21,5.5,18913.62492,1,Trop,7.116384181,8760,3546.511628,13777.77778,907.9903148,174.2208787,100,2.673318386,1.771061778,4.444380164
Scrapping,"Ecology, 66(4), 1985, pp. 1377-1390",43.0427,-89.42217,Broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,44,20,79,31,NA,NA,NA,143,13,130,NA,1011,NA,NA,NA,NA,ECM,0,7.933333397,828,273,0.544307947,59.88279343,Woody,6568.800293,0,1.562459707,2.361010551,0.999992669,NA,75.65619659,7.640900135,769.5109253,135.4942322,769.5109253,135.4942322,1.56396438,108.3643031,130,7.933333397,828,273,0.544307947,5.988279343,6568.800053,4,Temp,0.810126582,NA,NA,NA,NA,NA,0,29.46283722,34.99248505,64.45532227
Scrapping,"Ecology, 66(4), 1985, pp. 1377-1391",43.0427,-89.42217,Broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,43,28,62,30,NA,NA,NA,133,13,120,NA,1204,NA,NA,NA,NA,ECM,0,7.933333397,828,273,0.544307947,59.88279343,Woody,6568.800293,0,1.562459707,2.361010551,0.999992669,NA,75.65619659,7.640900135,769.5109253,135.4942322,769.5109253,135.4942322,1.56396438,101.2075591,120,7.933333397,828,273,0.544307947,5.988279343,6568.800053,4,Temp,1.14516129,NA,NA,NA,NA,NA,0,29.46283722,34.99248505,64.45532227
Scrapping,"Ecology, 66(4), 1985, pp. 1377-1392",43.0427,-89.42217,Broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,39,21,47,26,NA,NA,NA,107,13,94,NA,986,NA,NA,NA,NA,ECM,0,7.933333397,828,273,0.544307947,59.88279343,Woody,6568.800293,0,1.562459707,2.361010551,0.999992669,NA,75.65619659,7.640900135,769.5109253,135.4942322,769.5109253,135.4942322,1.56396438,82.60002469,94,7.933333397,828,273,0.544307947,5.988279343,6568.800053,4,Temp,1.276595745,NA,NA,NA,NA,NA,0,29.46283722,34.99248505,64.45532227
Scrapping,"Ecology, 66(4), 1985, pp. 1377-1393",43.0427,-89.42217,Broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,36,19,47,23,NA,NA,NA,102,13,89,NA,1063,NA,NA,NA,NA,AM,100,7.933333397,828,273,0.544307947,59.88279343,Woody,6568.800293,0,1.562459707,2.361010551,0.999992669,NA,75.65619659,7.640900135,769.5109253,135.4942322,769.5109253,135.4942322,1.56396438,79.02165269,89,7.933333397,828,273,0.544307947,5.988279343,6568.800053,4,Temp,1.170212766,NA,NA,NA,NA,NA,100,29.46283722,34.99248505,64.45532227
Scrapping,"Ecology, 66(4), 1985, pp. 1377-1394",43.0427,-89.42217,Broadleaved,NA,NA,NA,NA,NA,NA,NA,NA,38,11,43,25,NA,NA,NA,92,13,79,NA,2211,NA,NA,NA,NA,ECM,0,7.933333397,828,273,0.544307947,59.88279343,Woody,6568.800293,0,1.562459707,2.361010551,0.999992669,NA,75.65619659,7.640900135,769.5109253,135.4942322,769.5109253,135.4942322,1.56396438,71.86490869,79,7.933333397,828,273,0.544307947,5.988279343,6568.800053,4,Temp,1.139534884,NA,NA,NA,NA,NA,0,29.46283722,34.99248505,64.45532227
Scrapping,"Ecology, 66(4), 1985, pp. 1377-1395",43.0427,-89.42217,Coniferous,NA,NA,NA,NA,NA,NA,NA,NA,29,9,41,21,NA,NA,NA,79,8,71,NA,1194,NA,NA,NA,NA,ECM,0,7.933333397,828,273,0.544307947,59.88279343,Woody,6568.800293,0,1.562459707,2.361010551,0.999992669,NA,75.65619659,7.640900135,769.5109253,135.4942322,769.5109253,135.4942322,1.56396438,62.56114149,71,7.933333397,828,273,0.544307947,5.988279343,6568.800053,4,Temp,0.926829268,NA,NA,NA,NA,NA,0,29.46283722,34.99248505,64.45532227
Scrapping,"Ecology, 66(4), 1985, pp. 1377-1396",43.0427,-89.42217,Coniferous,NA,NA,NA,NA,NA,NA,NA,NA,24,9,36,16,NA,NA,NA,69,8,61,NA,809,NA,NA,NA,NA,ECM,0,7.933333397,828,273,0.544307947,59.88279343,Woody,6568.800293,0,1.562459707,2.361010551,0.999992669,NA,75.65619659,7.640900135,769.5109253,135.4942322,769.5109253,135.4942322,1.56396438,55.40439748,61,7.933333397,828,273,0.544307947,5.988279343,6568.800053,4,Temp,0.916666667,NA,NA,NA,NA,NA,0,29.46283722,34.99248505,64.45532227
Scrapping,"Ecology, 66(4), 1985, pp. 1377-1397",43.0427,-89.42217,Coniferous,NA,NA,NA,NA,NA,NA,NA,NA,36,8,22,28,NA,NA,NA,66,8,58,NA,2124,NA,NA,NA,NA,ECM,0,7.933333397,828,273,0.544307947,59.88279343,Woody,6568.800293,0,1.562459707,2.361010551,0.999992669,NA,75.65619659,7.640900135,769.5109253,135.4942322,769.5109253,135.4942322,1.56396438,53.25737428,58,7.933333397,828,273,0.544307947,5.988279343,6568.800053,4,Temp,2,NA,NA,NA,NA,NA,0,29.46283722,34.99248505,64.45532227
Scrapping,"Ecology, 66(4), 1985, pp. 1377-1398",43.0427,-89.42217,Coniferous,NA,NA,NA,NA,NA,NA,NA,NA,20,7,20,12,NA,NA,NA,47,8,39,NA,1504,NA,NA,NA,NA,ECM,0,7.933333397,828,273,0.544307947,59.88279343,Woody,6568.800293,0,1.562459707,2.361010551,0.999992669,NA,75.65619659,7.640900135,769.5109253,135.4942322,769.5109253,135.4942322,1.56396438,39.65956068,39,7.933333397,828,273,0.544307947,5.988279343,6568.800053,4,Temp,1.35,NA,NA,NA,NA,NA,0,29.46283722,34.99248505,64.45532227
Scrapping,"https://doi.org/10.1038/nature02850 , https://doi.org/10.1007/s11104-008-9579-3 , https://doi.org/10.1016/j.scitotenv.2022.156374 , https://doi.org/10.1016/j.agee.2009.03.002 , ",43.6333,116.7,Grassland,2.25,NA,1.69,1.756,1800,NA,1930,1800,40.5,NA,32.617,3.1608,0.7,343,1200,73.117,37.3392,35.7778,NA,NA,NA,NA,0.21,10,AM,100,1.700000048,318,1183,0.640076816,80,Non-woody,535.3000488,0.199377656,0.577908039,2.572209358,1.006663442,-0.008190906,154.348999,14.7038002,285.2824402,135.0541687,0.21,135.0541687,0.000425421,58.35082899,35.7778,0.7,343,1200,10,8,240.1,8,Temp,1.241683785,3730,800,NA,1142.011834,51.01412804,100,8.041298866,4.067857742,12.10915661
Scrapping,10.1007/s100210000063,32.466,-84.016,Broadleaved,NA,0.36,0.98,5.63,5884,9198,1326,5884,67.61,33.1128,12.9948,33.13,NA,NA,NA,113.7176,34.48,79.2376,NA,NA,6.8,4.67,0.283,14.09,ECM/AM,50,17.97083282,1173,97,1.653183937,52.83655167,Woody,21084.67578,0,0.428504437,3.023125172,1.355295897,-0.298019558,31.67539978,6.846620083,195.6985779,145.9772339,0.283,145.9772339,0.000619673,87.40763904,79.2376,17.97083282,1173,97,14.09,4.67,21079.7869,4,Temp,7.751008096,16408,NA,25550,1353.061224,144.2872519,50,41.24515533,63.44582367,104.690979
Scrapping,Below-ground and above-ground production of vegetational organic matter along a climosequence in alpine grasslands,46.77719,9.97533,Grassland,1.72,NA,1.24,NA,484.1,NA,2161.290323,484.1,8.32652,NA,26.8,1.4,-2.2,1800,2525,35.12652,6.92652,28.2,NA,NA,NA,3.46,NA,NA,NM/AM,50,-2.254166603,1268,2528,1.065991759,57.36073685,Non-woody,-2863.566895,1,1.147644281,3.231325626,1.334984541,0.171196148,322.9339905,54.81290054,729.3671265,104.8923035,729.3671265,104.8923035,1.14757497,31.162015,28.2,-2.2,1800,2525,1.065991759,3.46,-3960,5,Temp,0.310691045,2645.390323,281.4534884,NA,1742.976067,75.31034452,50,16.17985535,27.11144638,43.29130173
Scrapping,Below-ground and above-ground production of vegetational organic matter along a climosequence in alpine grasslands,46.79147,9.97692,Grassland,1.73,NA,1.24,NA,885.6,NA,2427.419355,885.6,15.32088,NA,30.1,9.958,-0.7,1800,2240,45.42088,5.36288,40.058,NA,NA,NA,3.95,NA,NA,NM/AM,50,-1.395833373,1224,2383,1.046119809,58.09078598,Non-woody,-1723.799927,1,1.222870111,3.23533082,1.336500883,0.186211064,322.9339905,54.81290054,790.6512451,103.1661987,790.6512451,103.1661987,1.223527252,38.52942492,40.058,-0.7,1800,2240,1.046119809,3.95,-1260,5,Temp,0.508999336,3313.019355,511.9075145,NA,1957.596254,72.94044842,50,16.17985535,27.11144638,43.29130173
Scrapping,Below-ground and above-ground production of vegetational organic matter along a climosequence in alpine grasslands,46.81831,9.97766,Grassland,1.74,NA,1.24,NA,935.6,NA,3862.903226,935.6,16.27944,NA,47.9,10.25,1.1,1800,1895,64.17944,6.02944,58.15,NA,NA,NA,3.53,NA,NA,NM/AM,50,0.991666675,1066,1978,0.941939831,51.44498062,Non-woody,1057.116577,1,1.112093806,3.251351118,1.34256649,0.166491941,322.9339905,54.81290054,747.4911499,99.35467529,747.4911499,99.35467529,1.114001107,51.9544461,58.15,1.1,1800,1895,0.941939831,3.53,1980,5,Temp,0.339863048,4798.503226,537.7011494,NA,3115.244537,74.76698497,50,16.17985535,27.11144638,43.29130173
Scrapping,Below-ground and above-ground production of vegetational organic matter along a climosequence in alpine grasslands,46.82676,9.97203,Grassland,1.74,NA,1.24,NA,1194.7,NA,4024.193548,1194.7,20.78778,NA,49.9,9.77,1.4,1800,1835,70.68778,11.01778,59.67,NA,NA,NA,3.55,NA,NA,NM/AM,50,1.729166627,1020,1842,0.912669241,52.47579575,Non-woody,1759.5,1,1.112694383,3.258299351,1.34654367,0.172603548,322.9339905,54.81290054,735.9980469,100.9606552,735.9980469,100.9606552,1.114602676,56.61229842,59.67,1.4,1800,1835,0.912669241,3.55,2520,5,Temp,0.416588778,5218.893548,686.6091954,NA,3245.317377,73.83020867,50,16.17985535,27.11144638,43.29130173
Scrapping,Below-ground and above-ground production of vegetational organic matter along a climosequence in alpine grasslands,46.83607,9.96617,Grassland,1.73,NA,1.24,NA,1462.6,NA,3096.774194,1462.6,25.30298,NA,38.4,16.19,2.3,1800,1665,63.70298,9.11298,54.59,NA,NA,NA,3.53,NA,NA,NM/AM,50,2.979166746,979,1599,1.047275305,55.1111412,Non-woody,2912.524902,1,1.007166266,3.26529479,1.350054264,0.156289026,322.9339905,54.81290054,669.7866821,100.3668137,669.7866821,100.3668137,1.008365327,51.61345587,54.59,2.3,1800,1665,1.047275305,3.53,4140,5,Temp,0.658931771,4559.374194,845.433526,NA,2497.398544,71.57238475,50,16.17985535,27.11144638,43.29130173
Scrapping,https://doi.org/10.1007/s00442-021-04860-8,-3.1293,37.3637,Broadleaved,1.319,0.36,0.69,1.28,9,860,4350,9,0.11871,3.096,30.015,0.1152,6,1051,3700,33.22971,0.00351,33.2262,NA,2091,NA,4.45,NA,19.6,ERM,0,5.887499809,1543,3834,1.45463419,55.61714172,Woody,9065.125,0.275005192,0.666961372,3.176472187,1.337110639,0.179784089,342.894989,53.23590088,430.7605591,103.2286453,430.7605591,103.2286453,0.667002435,29.80451664,33.2262,6,1051,3700,19.6,4.45,6306,10,Trop,0.107103448,5219,6.823351024,2388.888889,6304.347826,157.058247,0,12.72206974,11.9139843,24.63605404
Scrapping,https://doi.org/10.1007/s00442-021-04860-8,-3.1491,37.3425,Broadleaved,1.7,0.36,1.54,1.184,3180,3020,4420,3180,54.06,10.872,68.068,37.6512,9.3,1545,2900,133,16.4088,116.5912,NA,523,NA,3.83,NA,18.6,AM,100,9.691666603,1390,3032,1.251072526,55.30743408,Woody,13471.41699,0.375005186,0.633769691,3.169267893,1.3392061,0.153283626,342.894989,53.23590088,381.8363647,110.6767044,381.8363647,110.6767044,0.633905857,101.2075591,116.5912,9.3,1545,2900,18.6,3.83,14368.5,10,Trop,0.953928425,10620,1870.588235,8388.888889,2870.12987,79.84962406,100,12.72206974,11.9139843,24.63605404
Scrapping,https://doi.org/10.1007/s00442-021-04860-8,-3.1699,37.3388,Broadleaved,2.358,0.36,1.7,1.237,3240,3820,4830,3240,76.3992,13.752,82.11,40.0788,11.3,1995,2500,172.2612,36.3204,135.9408,NA,311,NA,3.49,NA,19.3,AM,100,13.50833321,1276,2320,1.210274339,55.67341232,Woody,17226,0.525005162,0.670316696,3.180251837,1.350934744,0.041578136,342.894989,53.23590088,402.8167114,110.9654312,402.8167114,110.9654312,0.670480951,129.3057949,135.9408,11.3,1995,2500,19.3,3.49,22543.5,1,Trop,1.097932042,11890,1374.045802,10611.11111,2841.176471,69.02308819,100,12.72206974,11.9139843,24.63605404
Scrapping,https://doi.org/10.1007/s00442-021-04860-8,-3.19038,37.3278,Broadleaved,2.6,0.36,1.65,1.387,6140,3990,5730,6140,159.64,14.364,94.545,85.1618,14.7,2227,1900,268.549,74.4782,194.0708,NA,397,NA,4.23,NA,15.9,AM,100,15.5666666,1330,2011,1.676941037,57,Woody,20736.91797,0.625005186,0.5901016,3.176038027,1.354798317,-0.023919053,342.894989,53.23590088,367.6384583,106.9761047,367.6384583,106.9761047,0.589927953,198.2165084,194.0708,14.7,2227,1900,15.9,4.23,32736.9,1,Trop,1.840435771,15860,2361.538462,11083.33333,3472.727273,59.05812347,100,12.72206974,11.9139843,24.63605404
Scrapping,10.1111/j.1365-2486.2010.02367.x,-4.115,-78.967222,Broadleaved,3.361,0.36,2.155,1.74,5050,2820,2450,5050,169.7305,10.152,52.7975,87.87,19.4,2230,1050,232.68,81.8605,150.8195,NA,968,NA,3.94,NA,22,AM,100,21.77916718,1267,1300,1.623671651,54.58125687,Woody,27610.04102,1,0.852437139,3.468727827,1.537243843,-0.265535623,207.496994,27.58539963,527.7681885,107.6819992,527.7681885,107.6819992,0.852467005,172.5459833,150.8195,19.4,2230,1050,22,3.94,43262,1,Trop,3.407026848,10320,1502.529009,7833.333333,1136.890951,44.35275915,100,5.013934135,3.987796545,9.00173068
